"","venue_id","lat","lon","cat","top_cat","name","users","checkins","nom_qr","nom_arr"
"5146","4b19f561f964a5208ee623e3",45.516384,-73.57815,"Bar","Nightlife Spots","Korova",232,435,"Saint-Louis","Le Plateau-Mont-Royal"
"5147","4adca7e7f964a5205f2e21e3",45.480343,-73.576096,"Grocery Store","Shops & Services","Super C",329,1059,"Petite-Bourgogne","Le Sud-Ouest"
"5148","4dfa7fafb0fb0401c7f88831",45.482494,-73.592255,"Laundry","Shops & Services","Nettoyeur Crest",6,34,"Westmount",NA
"5149","4c1798f5f1c976b0f867a272",45.54246,-73.57168,"Government","Professional & Other Places","Bureau du taxi et du remorquage",16,19,"Petite-Côte","Rosemont–La Petite-Patrie"
"5150","4d5734d348ea6ea8317aeaa3",45.460663,-73.55692,"Home","Residences","Chez Pif Paf",3,3,NA,NA
"5151","4b95597bf964a520d59d34e3",45.514744,-73.59283,"Playground","Outdoors & Recreation","Playground Outremont",9,12,"Outremont","Outremont"
"5152","4ad4c06df964a52095fa20e3",45.514866,-73.57151,"Greek","Food","Cabane Grecque (La)",98,131,"Saint-Louis","Le Plateau-Mont-Royal"
"5154","4bf82da45efe2d7ff04c6a34",45.478996,-73.575645,"Ice Cream","Food","Havre Aux Glaces",92,144,"Saint-Henri","Le Sud-Ouest"
"5155","4b251a4af964a5204c6c24e3",45.521473,-73.58954,"Grocery Store","Shops & Services","Rachelle-BAry",80,257,"Mile End","Le Plateau-Mont-Royal"
"5156","4e108d9dd22d759bae5a4079",45.417282,-73.917816,"Bike shop","Shops & Services","Teal Sport",4,40,"Baie-D'Urfé",NA
"5157","4cc4dfaebde8f04d7831ae4b",45.46758,-73.62164,"Japanese","Food","Kosen Sushi",5,15,"Côte-Saint-Antoine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"5159","4b4fa9abf964a520bb0f27e3",45.50316,-73.56741,"Lounge","Nightlife Spots","Phillips Lounge",501,903,"René-Lévesque","Ville-Marie"
"5160","4ad7ef64f964a5202d1021e3",45.51553,-73.56434,"Coffee Shop","Food","Starbucks",762,1722,"René-Lévesque","Ville-Marie"
"5161","4c0bfbf67e3fc9280021f682",45.535194,-73.582184,"Sushi","Food","Yoshi Sushi",24,64,"Parc-Laurier","Le Plateau-Mont-Royal"
"5162","4b97d532f964a520b71835e3",45.60384,-73.530975,"Pizza","Food","Broadway Pizzaria et Brochetterie",24,60,"Dupéré","Mercier–Hochelaga-Maisonneuve"
"5163","4b17e712f964a52070c923e3",45.53271,-73.71438,"Hospital","Professional & Other Places","HA pital du SacrA-Coeur de MontrAal",158,1364,"Cartierville","Ahuntsic-Cartierville"
"5164","4b1d4b31f964a520510e24e3",45.52835,-73.57881,"Bagels","Food","St-Viateur Bagel & CafA",602,1037,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"5165","4d94e6281231b60cbb6084a1",45.514496,-73.56058,"Art Gallery","Arts & Entertainment","Galerie de l'UQAM",12,18,"René-Lévesque","Ville-Marie"
"5166","4bc8efa13740b71306c15d65",45.51023,-73.56465,"Chinese","Food","Bon Ble Riz",33,39,"René-Lévesque","Ville-Marie"
"5167","4e3390c9a809117a228c7c73",45.531403,-73.55144,"Apartment Building","Residences","Le Chateau",1,1,"Sainte-Marie","Ville-Marie"
"5168","4b10752ff964a520df7023e3",45.518604,-73.55591,"Karaoke","Nightlife Spots","Club Date Piano Bar",213,1205,"Sainte-Marie","Ville-Marie"
"5169","4aea6fd9f964a52094bb21e3",45.518204,-73.59729,"French","Food","LemAac CafA Bistrot",740,1288,"Outremont","Outremont"
"5170","4bcb44fdfb84c9b62b761e3e",45.499,-73.64823,"Coffee Shop","Food","Java U\/AutoRev",62,146,"Savane","Côte-des-Neiges–Notre-Dame-de-Grâce"
"5171","4dd82761d4c05d5096fc6c89",45.492218,-73.709015,"Liquor Store","Shops & Services","SAQ Classique",21,34,"Bois-Francs","Saint-Laurent"
"5172","4b8d7f26f964a52049ff32e3",45.49697,-73.57612,"Greek","Food","Kojax Souflaki",119,239,"René-Lévesque","Ville-Marie"
"5174","4bd053a041b9ef3bb5d2f9e5",45.45628,-73.57206,"Arepas","Food","Nouveau Verdun",53,88,"Verdun-Centre","Verdun"
"5177","4be2c03ef07b0f47b513f643",45.50746,-73.56887,"Conference room","Professional & Other Places","Fondation Desjardins",3,4,"René-Lévesque","Ville-Marie"
"5178","4bb76aaa941ad13a05a020e3",45.527596,-73.51509,"BBQ","Food","RA tisserie St-Hubert",175,288,NA,NA
"5180","4c4de5b6f53d0f476d49bba5",45.5001,-73.56737,"Ice Cream","Food","La CrAmiA re (Gare Centrale)",7,7,"René-Lévesque","Ville-Marie"
"5181","4db04a594df03036e8b916b5",45.521336,-73.57471,"Home","Residences","Auberge Maeva",6,31,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"5182","4e0416a3d4c068446619330e",45.54489,-73.57703,"Dive Bar","Nightlife Spots","Bar Tzina",6,6,"Vieux-Rosemont","Rosemont–La Petite-Patrie"
"5183","4bc24cb8920eb71354081c2c",45.597153,-73.5621,"French","Food","L'AcadAmie",144,250,"Anjou","Anjou"
"5186","4c6f1da4d97fa1430a26f2ca",45.507614,-73.82063,"Chinese","Food","MAN-LI",4,6,"Pierrefonds-Est","Pierrefonds-Roxboro"
"5187","4c9cc8799693236a793ccce1",45.515553,-73.67267,"Academic Building","Colleges & Universities","Vanier College N building",29,170,"Chameran/Montpellier","Saint-Laurent"
"5188","4bcce49c0687ef3bd11fe0cc",45.52425,-73.5836,"Dive Bar","Nightlife Spots","Bistro de Paris",58,72,"Mile End","Le Plateau-Mont-Royal"
"5189","4b9904e9f964a5203e5c35e3",45.5,-73.56475,"Japanese","Food","Sukiyaki",17,193,"René-Lévesque","Ville-Marie"
"5190","4bc8a43a15a7ef3b0d887bda",45.53616,-73.61398,"Grocery Store","Shops & Services","Merci Vrac",41,86,"Saint-Édouard","Rosemont–La Petite-Patrie"
"5192","4af641e3f964a520af0222e3",45.52226,-73.574394,"French","Food","Vertige",70,79,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"5194","4b522670f964a520ad6b27e3",45.51933,-73.555534,"Coffee Shop","Food","Starbucks",710,3516,"Sainte-Marie","Ville-Marie"
"5195","4bed9069e3562d7fd134fff8",45.51276,-73.69275,"Sushi","Food","Japon Sushi Bar",88,132,"Bois-Francs","Saint-Laurent"
"5197","4d110ff59302a35d5f127f6e",45.500446,-73.493965,"School","Professional & Other Places","Garderie Footprints",3,87,NA,NA
"5198","4be4cb702468c9287e5bff42",45.484715,-73.62835,"Pub","Nightlife Spots","Finegan's",12,17,"Snowdon","Côte-des-Neiges–Notre-Dame-de-Grâce"
"5199","4ad93ad0f964a520411921e3",45.493042,-73.58018,"Burgers","Food","Buns Hamburger House",115,197,"Montagne","Ville-Marie"
"5200","4c30ff5da0ced13a0b01136e",45.55292,-73.61912,"Fried Chicken","Food","PFK",28,34,"Crémazie","Villeray–Saint-Michel–Parc-Extension"
"5201","4b92e07ef964a520ab2334e3",45.597652,-73.55143,"Italian","Food","Giorgio Anjou",10,12,"Anjou","Anjou"
"5202","4bd7a8200b779c74b8c105a0",45.523697,-73.586205,"Arts","Colleges & Universities","Conservatoire d'art dramatique de Montreal",43,71,"Mile End","Le Plateau-Mont-Royal"
"5203","4e34a6837d8b0c62b2cca019",45.506844,-73.55057,"Brewery","Food","Restorant Seana",1,1,"Vieux-Montréal","Ville-Marie"
"5204","4d55d8a4611aa35dfac93939",45.477245,-73.58989,"Gay Bar","Nightlife Spots","Dr Oiseaux's Pad",1,9,"Saint-Henri","Le Sud-Ouest"
"5209","4d2fafbc5f806dcb6bd111ac",45.55352,-73.59597,"Home","Residences","Chez Jima's",1,4,"Étienne Desmarteaux","Rosemont–La Petite-Patrie"
"5213","4e71358c62e116e9453261d0",45.504765,-73.78459,"Event Space","Professional & Other Places","Pierrefonds Community Centre",7,11,"Pierrefonds-Est","Pierrefonds-Roxboro"
"5214","4b3ad868f964a5201f6f25e3",45.529514,-73.58268,"Swiss","Food","La Raclette",113,130,"Parc-Laurier","Le Plateau-Mont-Royal"
"5215","4b2e6a69f964a520cbdf24e3",45.500633,-73.573456,"Mall","Shops & Services","Les Cours Mont-Royal",936,2631,"René-Lévesque","Ville-Marie"
"5216","4bb3bb2514cfd13a257716ab",45.519863,-73.57376,"Bookstore","Colleges & Universities","PlanA te BD",19,59,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"5218","4b733fe7f964a52040a42de3",45.52068,-73.57581,"Wine Shop","Shops & Services","SAQ Classique",412,910,"Saint-Louis","Le Plateau-Mont-Royal"
"5219","4b5af9cff964a5200cdd28e3",45.462112,-73.62381,"Coffee Shop","Food","Tim Hortons",155,572,"Upper Lachine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"5220","4beae95861aca59385588400",45.415203,-73.65569,"Bridge","Outdoors & Recreation","Pont HonorA-Mercier",279,1833,NA,NA
"5221","4c1773d1216fc9b611678f96",45.49469,-73.57768,"Arts","Colleges & Universities","Mel Hoppenheim's School of Cinema",10,112,"Montagne","Ville-Marie"
"5222","4dc72a5752b1e8f9f7ff1cc0",45.448505,-73.809525,"Soccer Field","Outdoors & Recreation","Terra Cotta Pitch 2",16,66,"Pointe-Claire",NA
"5223","4d55822bb4deb1f73787057a",45.695587,-73.6146,"Doctor's Office","Professional & Other Places","Centre MAdical St-Charles Enr",3,3,NA,NA
"5224","4dfd02407d8b30508016dcad",45.51438,-73.55753,"Roof Deck","Travel & Transport","Terrasse piscine @ POM",23,119,"René-Lévesque","Ville-Marie"
"5225","4c5c82cb7735c9b610808c72",45.476223,-73.58576,"Design","Shops & Services","Perfide - Vachemorte.com",4,6,"Saint-Henri","Le Sud-Ouest"
"5229","4ad89f19f964a520f71221e3",45.50892,-73.581276,"Hospital","Professional & Other Places","Montreal Neurological Hospital and Institute",95,427,"Montagne","Ville-Marie"
"5233","4c7a9b7adf08a1cd963bde5d",45.532738,-73.57473,"American","Food","Steerburger",33,78,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"5235","4ad4c06df964a5207afa20e3",45.518272,-73.58191,"Indian","Food","Mysore",73,122,"Saint-Louis","Le Plateau-Mont-Royal"
"5236","4d7559ae9ca3236a4b892bcf",45.49989,-73.560555,"Home","Residences","chez moi!!!!",3,35,"Vieux-Montréal","Ville-Marie"
"5237","4ba1001cf964a520ba8d37e3",45.51936,-73.85214,"Train","Travel & Transport","AMT Gare Ale-Bigras",29,130,NA,NA
"5238","4c24d74bf3859c74370a6588",45.58367,-73.71614,"Tennis Court","Colleges & Universities","Parc CurA-Coursol",10,11,NA,NA
"5240","4d25173b002f548100379ef3",45.47852,-73.47796,"Pharmacy","Shops & Services","Jean-Coutu",33,149,NA,NA
"5241","4dfd4440a809d61e2fc2fc89",45.463264,-73.5767,"Shops","Shops & Services","Sourire Depaneur",4,22,"Verdun-Centre","Verdun"
"5243","4c5ade7db05c1b8db33bd9b1",45.520813,-73.5632,"Cheese Shop","Shops & Services","Fromagerie Atwater",18,89,"Sainte-Marie","Ville-Marie"
"5247","4df29ad545dd4e26933dd56b",45.50962,-73.56548,"Music Venue","Arts & Entertainment","Le Monde Urbain FrancoFolies",11,18,"René-Lévesque","Ville-Marie"
"5248","4ad4c06bf964a52091f920e3",45.51614,-73.55812,"Nightclub","Nightlife Spots","Stereo Night Club",317,999,"René-Lévesque","Ville-Marie"
"5249","4c0bc51a99459521958b74dd",45.557713,-73.580345,"Field","Outdoors & Recreation","Piste Atienne Desmarteau",26,94,"Étienne Desmarteaux","Rosemont–La Petite-Patrie"
"5252","4bf03d1df831c928a8c501f2",45.55119,-73.581635,"Church","Professional & Other Places","Aglise le Jardin du Bien-aimA",1,12,"Vieux-Rosemont","Rosemont–La Petite-Patrie"
"5253","4e7189017d8b53db1bd542de",45.470734,-73.79379,"Professional & Other Places","Professional & Other Places","Les Breuvages Cott",2,9,"Pointe-Claire",NA
"5254","4ba14efaf964a5202cab37e3",45.446636,-73.85377,"Gym","Shops & Services","Anergie Cardio",25,417,"Kirkland",NA
"5255","4cb59c583ac93704a637cd0a",45.435345,-73.847534,"Train","Travel & Transport","Gare Beaconsfield",11,21,"Beaconsfield",NA
"5257","4cf400ff6195721e94ee4fc1",45.528275,-73.64786,"Boutique","Shops & Services","Judith & Charles",7,10,"Mont-Royal",NA
"5259","4deeb80dae609ae4fa37cffe",45.50755,-73.56656,"Arts & Entertainment","Arts & Entertainment","Les FrancoFolies de MontrAal",135,200,"René-Lévesque","Ville-Marie"
"5260","4b7482fef964a52007e12de3",45.52947,-73.59035,"Bar","Nightlife Spots","BAR La Remise",95,193,"Parc-Laurier","Le Plateau-Mont-Royal"
"5261","4c349dbe16adc9287067c59c",45.43871,-73.690865,"Mall","Shops & Services","Les Galeries Lachine",53,223,"Vieux-Lachine - Saint-Pierre","Lachine"
"5262","4b897358f964a5206e3732e3",45.535606,-73.601814,"Toys & Games","Shops & Services","Carta Magica",33,59,"Père-Marquette","Rosemont–La Petite-Patrie"
"5263","4c8a66fda92fa0938df790bf",45.428116,-73.609406,"Sandwiches","Food","Subway",11,26,"Sault-Saint-Louis","LaSalle"
"5264","4df63e69c65bf55ee534a82c",45.50484,-73.55798,"Gift Shop","Shops & Services","Souvenirs Neil Inc",5,22,"Vieux-Montréal","Ville-Marie"
"5265","4bbd5500f57ba593000daeb9",45.53695,-73.56312,"Convenience Stores","Shops & Services","Boni-Soir",68,316,"Lorimier","Le Plateau-Mont-Royal"
"5266","4bede68b2c082d7faeb32f42",45.4873,-73.56888,"BBQ","Food","Le Boucan",433,689,"Petite-Bourgogne","Le Sud-Ouest"
"5268","4b706d2cf964a520b1192de3",45.499985,-73.56665,"Bus Station","Travel & Transport","AMT Terminus Centre-Ville",250,2504,"René-Lévesque","Ville-Marie"
"5271","4bd625904e32d13a4e34c280",45.49198,-73.70697,"Electronics","Shops & Services","Future Shop",89,146,"Bois-Francs","Saint-Laurent"
"5273","4b3d689ef964a520c49325e3",45.497967,-73.577515,"BBQ","Food","Dundee's Bar and Grill",530,675,"René-Lévesque","Ville-Marie"
"5274","4ba3b04df964a5209d5438e3",45.5366,-73.59808,"Ice Cream","Food","Dairy Queen",132,321,"Père-Marquette","Rosemont–La Petite-Patrie"
"5275","4cf17c9994feb1f74ab817ba",45.459072,-73.661095,"Farmer's Market","Shops & Services","Fruiterie Maruti",11,43,"Côte-Saint-Luc",NA
"5276","4bd748d3304fce72b24f33ab",45.51077,-73.57634,"Residence Hall","Colleges & Universities","McGill Housing \u2014 New Residence Hall",120,498,"Milton-Parc","Le Plateau-Mont-Royal"
"5278","4de4f15cd22d2a4ece00304b",45.534298,-73.59207,"Recycling","Shops & Services","Aco centre Rosemont-Petite-Patrie",25,48,"Père-Marquette","Rosemont–La Petite-Patrie"
"5280","4de700a088777d98818a01c8",45.517548,-73.57208,"Apartment Building","Residences","Connie & Amaras",1,6,"Saint-Louis","Le Plateau-Mont-Royal"
"5281","4c256988c11dc9b692462724",45.53165,-73.48592,"Burgers","Food","Burger King",15,54,NA,NA
"5282","4bad5ebef964a5200f4b3be3",45.486755,-73.626396,"Korean","Food","Restaurant Korean House",5,8,"Snowdon","Côte-des-Neiges–Notre-Dame-de-Grâce"
"5283","4b364a8bf964a520493225e3",45.495598,-73.57711,"Apparel","Shops & Services","Influence U",68,105,"René-Lévesque","Ville-Marie"
"5285","4d9c9eeebaae54813f71df64",45.54046,-73.6068,"Community College","Colleges & Universities","La MaisonnAe Inc",1,9,"Père-Marquette","Rosemont–La Petite-Patrie"
"5286","4bf81e1c4a67c92824cb24cf",45.4081,-73.91819,"Other Outdoors","Outdoors & Recreation","Baie d'Urfe Yacht Club",8,11,"Baie-D'Urfé",NA
"5287","4e01fcd6b61c90045006a6e7",45.480473,-73.84172,"Doctor's Office","Professional & Other Places","Centre Medicaux Source Unique",3,3,"Dollard-Des Ormeaux",NA
"5288","4bcfaaca9854d13a4199f64d",45.523228,-73.55158,"Hot Dogs","Food","Lafayette Hot Dog",175,503,"Sainte-Marie","Ville-Marie"
"5289","4cfc1371feec6dcb65554a36",45.51495,-73.4912,"Thai","Food","Nouilles Orientales",3,3,NA,NA
"5290","4dc5878545dd264552730149",45.519737,-73.554726,"Park","Outdoors & Recreation","Parc de l'Espoir",14,73,"Sainte-Marie","Ville-Marie"
"5291","4b26afa0f964a520807f24e3",45.501286,-73.569756,"Mall","Shops & Services","Galerie Place Ville Marie",252,1220,"René-Lévesque","Ville-Marie"
"5292","4b5df95ff964a520f17629e3",45.50304,-73.582504,"Medical","Professional & Other Places","McIntyre Medical Building",112,503,"Montagne","Ville-Marie"
"5295","4bede82b946c0f47f926a363",45.736164,-73.44968,"Steakhouse","Food","Barroso",22,40,NA,NA
"5298","4d6fd63371d3a1434a214250",45.606747,-73.6199,"Fast Food","Food","Harvey's",11,14,"Est","Montréal-Nord"
"5299","4b1e8cb6f964a520781b24e3",45.49599,-73.62139,"BBQ","Food","RA tisserie St-Hubert",335,582,"Édouard-Montpetit","Côte-des-Neiges–Notre-Dame-de-Grâce"
"5300","4adb82e1f964a5206d2821e3",45.525673,-73.58632,"Pizza","Food","La Pizzaiolle",144,229,"Parc-Laurier","Le Plateau-Mont-Royal"
"5301","4c644c5d39732d7fbc5ed4fe",45.54816,-73.61072,"Grocery Store","Shops & Services","Placette Super MarchA",3,255,"Crémazie","Villeray–Saint-Michel–Parc-Extension"
"5302","4bb7dae2b35776b0df4bc801",45.514717,-73.60573,"Strip Club","Nightlife Spots","Chateau de Magistris",10,170,"Outremont","Outremont"
"5304","4ad4c06bf964a520b5f920e3",45.50809,-73.55999,"Neighborhood","Outdoors & Recreation","Quartier Chinois \/ Chinatown",1379,3078,"René-Lévesque","Ville-Marie"
"5306","4ad4c06bf964a52089f920e3",45.501354,-73.56881,"Nightclub","Nightlife Spots","Altitude 737",325,391,"René-Lévesque","Ville-Marie"
"5307","4e54b47122710ebb5a8d526a",45.51787,-73.61694,"Home","Residences","Chez moi",2,103,"Outremont","Outremont"
"5308","4c4660df37f6d13a7e126396",45.525482,-73.58657,"Indian","Food","Bienvenue En Inde",43,63,"Mile End","Le Plateau-Mont-Royal"
"5309","4c110e933ce120a17909091c",45.49629,-73.57668,"Church","Professional & Other Places","St James the Apostle Anglican Church",32,52,"René-Lévesque","Ville-Marie"
"5310","4c6abb0e1a6620a18ecf668c",45.532963,-73.62717,"Tennis Court","Colleges & Universities","Coupe Rogers \/ Rogers Cup",359,601,"Parc-Jarry","Villeray–Saint-Michel–Parc-Extension"
"5312","4ba93766f964a52014153ae3",45.530678,-73.624405,"Trade School","Colleges & Universities","Centre NAD",24,132,"Parc-Extension","Villeray–Saint-Michel–Parc-Extension"
"5314","4b1c186af964a520090224e3",45.52481,-73.58248,"Theater","Arts & Entertainment","Maison de la culture Plateau Mont-Royal",21,23,"Parc-Laurier","Le Plateau-Mont-Royal"
"5317","4ad7e3b8f964a520db0f21e3",45.50936,-73.57852,"Apartment Building","Residences","The Lorne",8,145,"Milton-Parc","Le Plateau-Mont-Royal"
"5318","4b6f0362f964a520e0d62ce3",45.52231,-73.60235,"Gym","Shops & Services","YMCA",140,1792,"Mile End","Le Plateau-Mont-Royal"
"5319","4baa24b0f964a520f64d3ae3",45.51205,-73.689156,"Pharmacy","Shops & Services","Pfizer",23,135,"Du College/Hodge","Saint-Laurent"
"5321","4c5758896418a593103a7f0e",45.71029,-73.51265,"Pizza","Food","Volcano",9,15,NA,NA
"5322","4c692332c946e21ec54de98e",45.458202,-73.74727,"Gate","Travel & Transport","Gate 1",156,226,"Dorval",NA
"5324","4ad8f5cbf964a520741621e3",45.534912,-73.6287,"Park","Outdoors & Recreation","Parc Jarry",626,1569,"Parc-Jarry","Villeray–Saint-Michel–Parc-Extension"
"5325","4c7458332db5236a7222ba79",45.468945,-73.82963,"Asian","Food","Soupebol",31,44,"Pointe-Claire",NA
"5327","4d3201198c42a1cd9865e45d",45.465908,-73.63153,"Gym","Shops & Services","Centre sportif de Notre-Dame-de-GrAce",21,95,"Loyola","Côte-des-Neiges–Notre-Dame-de-Grâce"
"5328","4bce788ccc8cd13a4486c4cf",45.51972,-73.55513,"French","Food","Resto L'indApendant",26,80,"Sainte-Marie","Ville-Marie"
"5329","4c0d20b5c700c9b681eaa1dd",45.499733,-73.57432,"Bookstore","Colleges & Universities","Odyssey Bookstore",20,29,"René-Lévesque","Ville-Marie"
"5330","4bd3505db221c9b60771d9d0",45.32016,-73.263596,"Fast Food","Food","McDonald's",63,149,NA,NA
"5331","4b1c2c1bf964a520820324e3",45.528206,-73.6337,"Greek","Food","Marven's Restaurant",202,320,"Parc-Extension","Villeray–Saint-Michel–Parc-Extension"
"5332","4bb62aa2f562ef3b72b92f97",45.492332,-73.705376,"Hardware","Shops & Services","Rona",94,146,"Bois-Francs","Saint-Laurent"
"5333","4c203792b4e62d7f2ee1e093",45.54109,-73.63006,"Dive Bar","Nightlife Spots","Bar La QuAbAcoise",50,96,"Parc-Jarry","Villeray–Saint-Michel–Parc-Extension"
"5334","4ad4c069f964a520adf820e3",45.50664,-73.559685,"Hotel","Travel & Transport","Holiday Inn Select",366,763,"René-Lévesque","Ville-Marie"
"5335","4bfd09224cf820a1fbcdebf4",45.515335,-73.68471,"Coffee Shop","Food","Tim Hortons",62,127,"Du College/Hodge","Saint-Laurent"
"5336","4ad4c06bf964a5209bf920e3",45.514095,-73.57232,"Cocktail","Nightlife Spots","KoA  Lounge",63,123,"Saint-Louis","Le Plateau-Mont-Royal"
"5337","4c07e7e9ffb8c9b609646761",45.701633,-73.61599,"Academic Building","Colleges & Universities","Ecole Bernard-Corbin",10,50,NA,NA
"5338","4c2953c897d00f47735841ea",45.495583,-73.57628,"Lounge","Nightlife Spots","Not So Privateer",11,16,"René-Lévesque","Ville-Marie"
"5339","4c7047d3d274b60cab3ed90d",45.520687,-73.71079,"Event Space","Professional & Other Places","Le crystal",63,81,"Bois-Francs","Saint-Laurent"
"5340","4bf19df5a09076b040e629d4",45.51753,-73.568596,"Shoes","Shops & Services","Rio",54,66,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"5342","4c59c9fe2fa89c7495ce1323",45.51778,-73.568855,"French","Food","Restaurant de l'Institut (ITHQ)",49,67,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"5343","4baf97a0f964a520ff0d3ce3",45.49462,-73.590454,"Home","Residences","Island of Montreal",16,27,"Montagne","Ville-Marie"
"5344","4ad4c06ef964a520fcfa20e3",45.533348,-73.62624,"Tennis","Arts & Entertainment","Stade Uniprix",552,1276,"Parc-Jarry","Villeray–Saint-Michel–Parc-Extension"
"5345","4beddb7aa40fc928baa1820c",45.62527,-73.581085,"Burgers","Food","Harveys",28,59,"Anjou","Anjou"
"5346","4d6c2b068e10224bc1e551b6",45.48529,-73.633194,"Vietnamese","Food","Pho Lien",12,12,"Snowdon","Côte-des-Neiges–Notre-Dame-de-Grâce"
"5347","4af47ca2f964a52009f321e3",45.532295,-73.64857,"Movie Theater","Arts & Entertainment","MAga-Plex Guzzo MarchA Central 18",1096,2138,"Nouveau-Bordeaux","Ahuntsic-Cartierville"
"5348","4d2cd4b2fd2e236a6515ebde",45.457966,-73.75277,"Airport","Travel & Transport","Douanes Canadienne",350,490,"Dorval",NA
"5351","4db571c74df05e5aaaf21412",45.544266,-73.63843,"Automotive","Shops & Services","Garage Cobra",3,3,"Parc-Jarry","Villeray–Saint-Michel–Parc-Extension"
"5352","4afa04c8f964a520101622e3",45.49686,-73.58101,"Italian","Food","Ristorante Bice",153,206,"René-Lévesque","Ville-Marie"
"5353","4c3559397cc0c9b67ef1f49a",45.544605,-73.60122,"Home","Residences","A LA MAiSON",2,24,"Père-Marquette","Rosemont–La Petite-Patrie"
"5354","4ad4c06df964a5205ffa20e3",45.500996,-73.57681,"Indian","Food","Le Taj",288,370,"René-Lévesque","Ville-Marie"
"5355","4b5f4063f964a52017b029e3",45.519512,-73.585266,"Tech Startup","Professional & Other Places","WhereCloud Inc.",21,263,"Saint-Louis","Le Plateau-Mont-Royal"
"5356","4ad92b8ef964a520cc1821e3",45.52405,-73.60531,"Bar","Nightlife Spots","HELM Brasseur Gourmand",516,1013,"Mile End","Le Plateau-Mont-Royal"
