"","venue_id","lat","lon","cat","top_cat","name","users","checkins","nom_qr","nom_arr"
"3018","4bd7658e09ecb7132ac7467c",45.485966,-73.5972,"School","Professional & Other Places","Selwyn House School",24,230,"Westmount",NA
"3019","4b958f8ef964a52086a934e3",45.60408,-73.55021,"Dance Studio","Arts & Entertainment","Ecole de ballet anjou",9,97,"Anjou","Anjou"
"3021","4b0862fef964a520ad0a23e3",45.502262,-73.571846,"Arts & Crafts","Shops & Services","Omer DeSerres",163,342,"René-Lévesque","Ville-Marie"
"3022","4bb3a68535f0c9b6e4b0bc83",45.500458,-73.56636,"Flower Shop","Shops & Services","Fleuriste Centre Ville",12,16,"René-Lévesque","Ville-Marie"
"3023","4b8ebb00f964a520a03333e3",45.50463,-73.55561,"Gift Shop","Shops & Services","Papeterie Casse-Noisette",22,25,"Vieux-Montréal","Ville-Marie"
"3024","4bcb43230687ef3be550ddcc",45.48559,-73.7968,"Mall","Shops & Services","Centennial Plaza",27,103,"Dollard-Des Ormeaux",NA
"3026","4c3b79f7be4620a1ee6b0c13",45.602757,-73.55771,"Library","Colleges & Universities","Bibliotheque Jean-Corbeil",14,22,"Anjou","Anjou"
"3027","4d2f84ed3431a090893b0021",45.455494,-73.6307,"Automotive","Shops & Services","Ford Lincoln Gabriel",14,34,"Upper Lachine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3029","4c802893e602b1f71133877a",45.508904,-73.61151,"Football","Arts & Entertainment","Terrain de football",40,135,"Édouard-Montpetit","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3030","4c12a7c2a5eb76b02894beb7",45.48222,-73.64559,"Park","Outdoors & Recreation","Hampstead Park",75,267,"Hampstead",NA
"3031","4bf6e0aa4a67c928399722cf",45.527515,-73.579666,"Accessories","Shops & Services","Chaussures Spring",21,22,"Parc-Laurier","Le Plateau-Mont-Royal"
"3032","4bab646af964a520cfa53ae3",45.50079,-73.5615,"Embassy","Travel & Transport","IATA",33,147,"Vieux-Montréal","Ville-Marie"
"3039","4bc7586b0050b7136283b83b",45.524097,-73.52127,"Pizza","Food","Pizza Heure de Pointe",46,265,NA,NA
"3040","4c2b86bc77cfe21e3fa3b4f1",45.507553,-73.56465,"Government","Professional & Other Places","MinistA re du Revenu du QuAbec",72,116,"René-Lévesque","Ville-Marie"
"3041","4cd63005a42b236a2bc6f408",45.52036,-73.62565,"Fast Food","Food","McDonald's",95,205,"Mont-Royal",NA
"3044","4bb9eddb7421a5938a29c340",45.461063,-73.46788,"Sushi","Food","Sushi Kamikaze",10,33,NA,NA
"3045","4b10adb9f964a520b37423e3",45.516407,-73.56621,"Hookah Bar","Nightlife Spots","CafA Gitana",253,556,"René-Lévesque","Ville-Marie"
"3046","4b873aaaf964a52087b731e3",45.45636,-73.46592,"Fast Food","Food","Mcdonalds",125,452,NA,NA
"3047","4e36f827d16464ddb7773c7f",45.506275,-73.55282,"Gastropub","Food","Taverne Gaspar",355,539,"Vieux-Montréal","Ville-Marie"
"3048","4bc37b6074a9a593d39cd4f6",45.443165,-73.70242,"Park","Outdoors & Recreation","Parc Carignan",16,49,"Lachine-Ouest","Lachine"
"3049","4d8a77784757721eddfeb769",45.44668,-73.66942,"Temple","Professional & Other Places","Secte Des Je M'en Criss",19,96,"Vieux-Lachine - Saint-Pierre","Lachine"
"3050","4bc2302eb492d13ae422a760",45.46712,-73.47328,"Grocery Store","Shops & Services","Loblaws",141,562,NA,NA
"3052","4cd428967cba60fc10a4a22c",45.503353,-73.61908,"Grocery Store","Shops & Services","DApanneur Louis Colin",45,180,"Édouard-Montpetit","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3053","4b15902df964a520ddae23e3",45.472042,-73.612526,"Coffee Shop","Food","CafA Shaika",245,560,"Upper Lachine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3054","4c30d1c9a0ced13a7fb6126e",45.520622,-73.56339,"Farmer's Market","Shops & Services","MarchA Saint-Jacques",149,453,"Sainte-Marie","Ville-Marie"
"3056","4bfc54fed6f2c9b6b20d4fc8",45.517548,-73.585625,"B & B","Travel & Transport","Casa Bianca",9,15,"Saint-Louis","Le Plateau-Mont-Royal"
"3057","4e506c7e483bb770491eea78",45.530785,-73.54953,"Apartment Building","Residences","Iberville Love Place",4,69,"Sainte-Marie","Ville-Marie"
"3058","4c79791b97028cfaa645dbfe",45.52087,-73.59888,"Greek","Food","Varka",5,5,"Mile End","Le Plateau-Mont-Royal"
"3059","4adf7c1ef964a520037b21e3",45.518436,-73.56838,"Subway","Travel & Transport","STM Station Sherbrooke",535,2146,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"3060","4b6b0970f964a52061ee2be3",45.50099,-73.56913,"Asian","Food","Sukiyaki",26,54,"René-Lévesque","Ville-Marie"
"3062","4c9692f294a0236aa22aa012",45.46973,-73.61849,"Home","Residences","Ma's Place",2,3,"Côte-Saint-Antoine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3063","4cd88e932a80548182a99c2c",45.50844,-73.57477,"Dance Studio","Arts & Entertainment","Ballet Divertimento",12,54,"Milton-Parc","Le Plateau-Mont-Royal"
"3064","4babbd80f964a52053c53ae3",45.4558,-73.74882,"Automotive","Shops & Services","Avis",41,205,"Dorval",NA
"3065","4c4387ecf97fbe9ad9f9b930",45.54609,-73.59446,"Pharmacy","Shops & Services","Uniprix",31,147,"Louis-Hébert","Rosemont–La Petite-Patrie"
"3066","4c6f061ab3ce224b16966fc6",45.478714,-73.60311,"Bookstore","Colleges & Universities","Appetite For Books",29,66,"Westmount",NA
"3068","4ddfb67218388714bb6e8971",45.52632,-73.54612,"Student Center","Colleges & Universities","Campement Atudiant devant le MELS",21,95,"Sainte-Marie","Ville-Marie"
"3069","4b6ca4a3f964a520e9482ce3",45.53323,-73.57542,"Italian","Food","Sandhu",61,67,"Parc-Laurier","Le Plateau-Mont-Royal"
"3070","4b6f17dff964a5206edc2ce3",45.60682,-73.612465,"Grocery Store","Shops & Services","IGA Tellier",45,217,"Est","Montréal-Nord"
"3073","4d398741325ff04d4b1f1345",45.48905,-73.58398,"Bus","Travel & Transport","STM #144",14,23,"Montagne","Ville-Marie"
"3074","4c8d0507cf3ea1435e46fa51",45.46017,-73.46798,"Grocery Store","Shops & Services","Maxi",52,214,NA,NA
"3076","4e225c4fc65b2b5e35514fe1",45.56887,-73.52291,"Road","Travel & Transport","Rue De Cadillac",11,300,"Guybourg","Mercier–Hochelaga-Maisonneuve"
"3077","4ce219f12ca45941985d6a9e",45.526314,-73.58637,"Dance Studio","Arts & Entertainment","L'Acole supArieure de ballet du QuAbec",19,45,"Parc-Laurier","Le Plateau-Mont-Royal"
"3078","4d34e2e0f8c9224b8744c7d2",45.55147,-73.622826,"Pool","Outdoors & Recreation","Piscine Joseph-Charbonneau",13,45,"Crémazie","Villeray–Saint-Michel–Parc-Extension"
"3080","4d925d309213b1f7a33cb146",45.543736,-73.620476,"Church","Professional & Other Places","Aglise Notre-Dame-du-Rosaire",13,27,"Crémazie","Villeray–Saint-Michel–Parc-Extension"
"3081","4ad4c06bf964a52097f920e3",45.497475,-73.57497,"Nightclub","Nightlife Spots","Club 1234",269,442,"René-Lévesque","Ville-Marie"
"3082","4ad4c06af964a52021f920e3",45.51419,-73.57234,"Bar","Nightlife Spots","Vol de Nuit",224,303,"Saint-Louis","Le Plateau-Mont-Royal"
"3084","4bd83d530b779c74d9a306a0",45.517044,-73.57924,"Bike","Travel & Transport","Station BIXI Desjardins",18,44,"Saint-Louis","Le Plateau-Mont-Royal"
"3085","4c2f91cb16adc92856ccbd9c",45.521088,-73.58841,"Spanish","Food","Club Gallejo",13,14,"Mile End","Le Plateau-Mont-Royal"
"3087","4b6b62a9f964a52034052ce3",45.51762,-73.58058,"Nightclub","Nightlife Spots","Salon Illusion",18,28,"Saint-Louis","Le Plateau-Mont-Royal"
"3089","4bdb6b5cc79cc9283cb682e9",45.4448,-73.72299,"High School","Professional & Other Places","Queen Of Angels",16,37,"Dorval",NA
"3091","4c2ff811213c2d7f6fe0315d",45.526974,-73.65179,"Road","Travel & Transport","Achangeur 15\/40",73,372,"Nouveau-Bordeaux","Ahuntsic-Cartierville"
"3092","4c041da0310fc9b6e1dac661",45.6219,-73.62494,"Mall","Shops & Services","Les Galeries LAger",4,7,"Est","Montréal-Nord"
"3095","4c01a22127dcc928a1e5e052",45.498528,-73.626854,"Chinese","Food","Restaurant Delicieux",66,105,"Édouard-Montpetit","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3096","4b918be8f964a52087c433e3",45.519897,-73.56225,"Burgers","Food","Chez Philippe",37,162,"Sainte-Marie","Ville-Marie"
"3097","4ad4c06cf964a52035fa20e3",45.51411,-73.57305,"Seafood","Food","Maestro S. V. P.",148,212,"Saint-Louis","Le Plateau-Mont-Royal"
"3100","4ad7ea86f964a520091021e3",45.522255,-73.53519,"Theme Park","Arts & Entertainment","La Ronde",1651,2858,"Vieux-Montréal","Ville-Marie"
"3101","4e681b6cd22d12d83b0e39f7",45.480274,-73.55874,"Home","Residences","Hale",2,9,"Pointe-Saint-Charles","Le Sud-Ouest"
"3102","4bf708e15efe2d7f53406834",45.50472,-73.572945,"Korean","Food","Atti",173,315,"René-Lévesque","Ville-Marie"
"3103","4d84bf8e5e70224b82e81209",45.440605,-73.76043,"Park","Outdoors & Recreation","Walter's Park",14,31,"Dorval",NA
"3105","4e1791886284ea7246eff1ba",45.49128,-73.5825,"Laundry","Shops & Services","Buanderie Albert",21,85,"Montagne","Ville-Marie"
"3106","4b5bf7ddf964a5206a1f29e3",45.517235,-73.55937,"Pub","Nightlife Spots","Yer'mad",168,487,"René-Lévesque","Ville-Marie"
"3107","4e000cb4ae6001fafcac2c1a",45.543583,-73.63296,"Gay Bar","Nightlife Spots","La Fournaise",10,153,"Parc-Jarry","Villeray–Saint-Michel–Parc-Extension"
"3109","4b0b773bf964a520b93123e3",45.55821,-73.72118,"Coffee Shop","Food","CafA DApA t",49,278,NA,NA
"3110","4c59736767ac0f47d12f044c",45.541958,-73.55298,"Bus","Travel & Transport","STM #29",41,141,"Préfontaine","Mercier–Hochelaga-Maisonneuve"
"3112","4bec8d6175b2c9b6b4af438d",45.57837,-73.65736,"Scenic Lookout","Outdoors & Recreation","Parc Nature de l'Ale-de-la-Visitation",132,267,"La Visitation","Ahuntsic-Cartierville"
"3113","4be08d7acb81c9b6573a668b",45.513268,-73.560814,"Arts & Crafts","Shops & Services","DeSerres",133,200,"René-Lévesque","Ville-Marie"
"3114","4e1e0d9bd4c0060490768ad1",45.730606,-73.45597,"Ice Cream","Food","Dairy Queen",20,31,NA,NA
"3118","4b2d9ee0f964a520acd924e3",45.53529,-73.60107,"Pub","Nightlife Spots","Le Gainzbar",706,1238,"Père-Marquette","Rosemont–La Petite-Patrie"
"3119","4c1f24dcb306c928690768b7",45.511776,-73.76498,"Bridge","Outdoors & Recreation","Pont Louis-Bisson",112,959,NA,NA
"3122","4cdb0d7a3f6a8cfa0981e8ea",45.512188,-73.56168,"Shoes","Shops & Services","Aldo",14,18,"René-Lévesque","Ville-Marie"
"3123","4bda665ac79cc92854cd7ee9",45.692024,-73.63564,"Concert Hall","Arts & Entertainment","ThAatre Du Vieux Terrebonne",95,132,NA,NA
"3124","4e3da5ca8877b00cfc4a80bd",45.542706,-73.61784,"Mexican","Food","Churros Montreal",4,6,"Crémazie","Villeray–Saint-Michel–Parc-Extension"
"3125","4b93edd7f964a520805a34e3",45.536385,-73.61638,"Mexican","Food","Roi du Taco",78,294,"Parc-Jarry","Villeray–Saint-Michel–Parc-Extension"
"3126","4bd202ffb221c9b6f4b8d6d0",45.48256,-73.63026,"Sushi","Food","Wasabi sushi",22,28,"Snowdon","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3128","4b0b6ddef964a5205b3123e3",45.521774,-73.57779,"Steakhouse","Food","Le Steak Frites St-Paul",519,662,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"3129","4c1772a0368220a107583657",45.451008,-73.594086,"Diner","Food","Gourmet Aldo",8,8,"Ville-Émard","Le Sud-Ouest"
"3133","4c47235031e41b8db6ca4b35",45.519676,-73.609055,"Italian","Food","Le Petit Italien",152,201,"Outremont","Outremont"
"3134","4bd86a365cf276b0712d9d00",45.500423,-73.5669,"Mediterranean","Food","Kababgy",14,19,"René-Lévesque","Ville-Marie"
"3135","4ba3a3d2f964a520dd4e38e3",45.48303,-73.57493,"Mexican","Food","Limon",331,465,"Petite-Bourgogne","Le Sud-Ouest"
"3136","4dfe68c47d8b273aec63de6b",45.53418,-73.55086,"Apartment Building","Residences","Tours Frontenac",14,136,"Sainte-Marie","Ville-Marie"
"3137","4c19083e834e2d7fa6c02980",45.50145,-73.557465,"Government","Professional & Other Places","MinistA re de l'Immigration et des CommunautAs Culturelles",20,88,"Vieux-Montréal","Ville-Marie"
"3138","4b92fd3df964a520eb2c34e3",45.514885,-73.57175,"Portuguese","Food","Barcelos",37,38,"Saint-Louis","Le Plateau-Mont-Royal"
"3139","4c7bc051df08a1cd2352e15d",45.45217,-73.82939,"Mall","Shops & Services","Southwest One",37,147,"Pointe-Claire",NA
"3140","4e039d8dae60ed89a7ffb65a",45.718407,-73.47559,"Doctor's Office","Professional & Other Places","UMF CLINIQUE MADICALE CLAUDE DAVID",4,16,NA,NA
"3141","4b9fbdc6f964a5205f3a37e3",45.441692,-73.89002,"Sandwiches","Food","Subway",34,45,"Kirkland",NA
"3144","4db0c1300cb6442b2ebd6dc5",45.483395,-73.79017,"Office Supplies","Shops & Services","Bureau En Gros (77-Dorval)",21,34,"Dorval",NA
"3145","4c482f5989a6c9b6b7889c88",45.458668,-73.74487,"Gate","Travel & Transport","Gate 11",164,204,"Dorval",NA
"3146","4d303070a62d721e2fb5977d",45.517696,-73.55004,"Home","Residences","Home Home",1,8,"Sainte-Marie","Ville-Marie"
"3148","4ae47814f964a520c49a21e3",45.499485,-73.574844,"Gym","Shops & Services","YMCA",334,3186,"René-Lévesque","Ville-Marie"
"3149","4af45585f964a52069f121e3",45.500618,-73.55888,"Pizza","Food","Louigi's Restaurant Pizzeria",92,201,"Vieux-Montréal","Ville-Marie"
"3151","4db9f01c815445c8ca40fb2d",45.52946,-73.622955,"African","Food","Salle De Reception Park View",1,1,"Parc-Extension","Villeray–Saint-Michel–Parc-Extension"
"3154","4b54c934f964a52063cc27e3",45.4751,-73.62326,"Bakery","Food","Patisserie De Nancy",31,73,"Côte-Saint-Antoine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3155","4b2db56af964a520aeda24e3",45.51974,-73.576744,"Vietnamese","Food","Tay Do",160,203,"Saint-Louis","Le Plateau-Mont-Royal"
"3157","4b11c871f964a520938423e3",45.5418,-73.54748,"Diner","Food","Restaurant Chez Clo",16,33,"Préfontaine","Mercier–Hochelaga-Maisonneuve"
"3158","4b50f859f964a5202b3b27e3",45.50052,-73.572914,"Women's Store","Shops & Services","Boutique David Lesage",16,50,"René-Lévesque","Ville-Marie"
"3159","4b2eb15af964a5201fe524e3",45.531742,-73.58047,"Gastropub","Food","Restaurant le Chien Fumant",312,965,"Parc-Laurier","Le Plateau-Mont-Royal"
"3162","4e159c3d227165ad03aff64e",45.523792,-73.58714,"Bike shop","Shops & Services","Station BIXI",3,6,"Mile End","Le Plateau-Mont-Royal"
"3163","4d4c877be1ec6dcb9770da75",45.53632,-73.614235,"Grocery Store","Shops & Services","Aliments Merci",23,102,"Saint-Édouard","Rosemont–La Petite-Patrie"
"3164","4bb837543db7b713bc28219a",45.516693,-73.557915,"Nightclub","Nightlife Spots","Circus Afterhours",226,380,"René-Lévesque","Ville-Marie"
"3165","4bae7c6af964a5204cb83be3",45.753933,-73.470314,"Asian","Food","Okinawa Sushi Bar",23,37,NA,NA
"3167","4adb8357f964a520722821e3",45.49915,-73.55456,"Italian","Food","Pizzaiolle",249,473,"Vieux-Montréal","Ville-Marie"
"3168","4b6cf29af964a5209a5f2ce3",45.511204,-73.56671,"Event Space","Professional & Other Places","Les Katacombes",317,505,"René-Lévesque","Ville-Marie"
"3171","4db250436a23c6f1b059c5c1",45.51243,-73.57996,"Home","Residences","Not Devon's House",1,1,"Saint-Louis","Le Plateau-Mont-Royal"
"3172","4ceefd3e62ef6dcb51c6fb59",45.4705,-73.471886,"Tea Room","Food","DAVIDsTEA - Mail Champlain",39,89,NA,NA
"3174","4cc1dba182388cfafd265c35",45.53863,-73.624275,"Burgers","Food","Frite Alors!",82,329,"Parc-Jarry","Villeray–Saint-Michel–Parc-Extension"
"3175","4bedc9c5767dc9b65279d3e9",45.469997,-73.6084,"Korean","Food","Restaurant Chez Hwang",33,46,"Upper Lachine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3177","4d5b0175cc656dcb98cecacb",45.495705,-73.58033,"Food & Drink","Shops & Services","UUUa U o  U",7,26,"Montagne","Ville-Marie"
"3179","4b7b4d1af964a5204b5d2fe3",45.51636,-73.5612,"Hostel","Travel & Transport","Hostel Montreal Central",371,1186,"René-Lévesque","Ville-Marie"
"3181","4b1d1297f964a5209d0b24e3",45.502243,-73.5722,"Sushi","Food","Sushi Shop",98,196,"René-Lévesque","Ville-Marie"
"3182","4de954c37d8b02ee9f2d4760",45.57522,-73.6834,"Dance Studio","Arts & Entertainment","enKdanse",4,16,NA,NA
"3183","4c60450b90b2c9b61f593c22",45.53235,-73.61341,"Men's Store","Shops & Services","Lauro & Co",3,4,"Saint-Édouard","Rosemont–La Petite-Patrie"
"3185","4bf2e04de5eba59361e91d90",45.52481,-73.52111,"Coffee Shop","Food","Tim Hortons",130,1059,NA,NA
"3186","4b3a4ee5f964a520456425e3",45.53627,-73.61317,"Italian","Food","Mottas",178,355,"Saint-Édouard","Rosemont–La Petite-Patrie"
"3187","4b4613a3f964a520961526e3",45.512497,-73.5615,"Coffee Shop","Food","CafA Bistro Van Houtte",252,575,"René-Lévesque","Ville-Marie"
"3188","4bd0394e046076b04f856f71",45.52451,-73.54896,"Winery","Food","Au Pied Du Courant",45,137,"Sainte-Marie","Ville-Marie"
"3189","4ad4c06df964a52055fa20e3",45.526367,-73.57349,"French","Food","Le Poisson Rouge",59,69,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"3190","4b0f3224f964a520396023e3",45.512142,-73.53313,"Subway","Travel & Transport","STM Station Jean-Drapeau",205,373,"Vieux-Montréal","Ville-Marie"
"3193","4c6b1789e13db60c3dd8d3b1",45.532764,-73.55145,"Library","Colleges & Universities","BibliothA que Frontenac",14,16,"Sainte-Marie","Ville-Marie"
"3194","4b515994f964a520864b27e3",45.521942,-73.57794,"Bar","Nightlife Spots","La Shop",230,437,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"3196","4cbbbd6d035d236afcfee14e",45.464294,-73.58155,"Home","Residences","4036 Lanouette",4,389,"Côte-Saint-Paul","Le Sud-Ouest"
"3197","4c4f11c01b8e1b8df3723828",45.516502,-73.576996,"Other Outdoors","Outdoors & Recreation","on my bike",4,11,"Saint-Louis","Le Plateau-Mont-Royal"
"3198","4c584adfb7a31b8d572852da",45.480446,-73.795555,"Arts & Crafts","Shops & Services","Omer DeSerre",55,100,"Pointe-Claire",NA
"3199","4c00aff334ccc928a50be2cd",45.52018,-73.597565,"Pizza","Food","Pizza Pizza",58,111,"Mile End","Le Plateau-Mont-Royal"
"3200","4b76e256f964a5200b672ee3",45.495533,-73.57941,"Sandwiches","Food","Quiznos Sub",104,188,"Montagne","Ville-Marie"
"3201","4bca2e5dfb84c9b6639f1c3e",45.467503,-73.593414,"Event Space","Professional & Other Places","In The Streets!",27,71,"Saint-Henri","Le Sud-Ouest"
"3202","4dc8a70ee4cdf14b854e6df2",45.502747,-73.558304,"French","Food","Chez Delmo",34,48,"Vieux-Montréal","Ville-Marie"
"3204","4d69c4401a88b1f7eade2f5d",45.51029,-73.56219,"Performing Arts","Arts & Entertainment","Nuit Blanche 2011",32,34,"René-Lévesque","Ville-Marie"
"3205","4bc6fb0715a7ef3be68478da",45.4894,-73.58513,"Fast Food","Food","McDonald's",296,654,"Montagne","Ville-Marie"
"3207","4b7c1bb5f964a520647d2fe3",45.527668,-73.648094,"Liquor Store","Shops & Services","SAQ SAlection",118,200,"Mont-Royal",NA
"3209","4b0c3b7df964a5205c3923e3",45.577366,-73.69942,"Wine Shop","Shops & Services","SAQ",39,168,NA,NA
"3210","4bfed71cc30a2d7f4316101d",45.51921,-73.55574,"Bike","Travel & Transport","Station BIXI TELUS",27,114,"Sainte-Marie","Ville-Marie"
"3212","4bce50d0ef1095214dfe8386",45.52125,-73.57669,"Sushi","Food","I 'love' Sushi",37,48,"Parc-Lafontaine","Le Plateau-Mont-Royal"
"3213","4c927bdcf600236a9274bd32",45.57515,-73.66571,"Bridge","Outdoors & Recreation","Pont Papineau-Leblanc",90,295,NA,NA
"3214","4ccfe183f6378cfa402fb1d6",45.514687,-73.56589,"Pool","Outdoors & Recreation","Centre d'Aducation physique et de sports",18,78,"René-Lévesque","Ville-Marie"
"3215","4ba170a9f964a52046b737e3",45.5135,-73.684105,"Fast Food","Food","McDonald's",167,561,"Du College/Hodge","Saint-Laurent"
"3216","4b92e94ff964a520562634e3",45.304497,-73.22959,"Fast Food","Food","Cantine Chez RAal",9,47,NA,NA
"3220","4c8318b0d4e237048f6c6e88",45.605213,-73.62082,"Italian","Food","Buffet Costa Del Mare",23,33,"Centre","Montréal-Nord"
"3221","4c5854c42308be9ad62d5b6c",45.51495,-73.557755,"Burgers","Food","L'exception",21,25,"René-Lévesque","Ville-Marie"
"3222","4e172edf1fc7d99db5c7c3b7",45.48824,-73.65865,"Concert Hall","Arts & Entertainment","U2 360 Tour Montreal Hippodrome",367,430,"Savane","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3223","4e3edf3dfa76455375cb13c1",45.452457,-73.57609,"Park","Outdoors & Recreation","Parc Norman Dawe",7,17,"Desmarchais-Crawford","Verdun"
"3224","4c2a5bb5b34ad13a7124e8ce",45.497646,-73.65905,"Medical","Professional & Other Places","OVO",38,67,"Savane","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3225","4ca0b1d30e9bb1f76e99fa5f",45.457623,-73.74987,"Sandwiches","Food","Subway",79,201,"Dorval",NA
"3226","4bcc9b77fb84c9b696af203e",45.54528,-73.639084,"Middle Eastern","Food","Restaurant Bratwurst",3,5,"Saint-Sulpice","Ahuntsic-Cartierville"
"3227","4be4767c910020a116c0d114",45.485046,-73.796776,"Sandwiches","Food","Dagwoods",46,107,"Dollard-Des Ormeaux",NA
"3228","4b7ffa5ef964a520344830e3",45.471565,-73.62782,"Gym","Shops & Services","YMCA",48,205,"Côte-Saint-Antoine","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3230","4ad4c06bf964a520b0f920e3",45.50749,-73.55415,"Neighborhood","Outdoors & Recreation","Vieux-MontrAal \/ Old Montreal",1197,2549,"Vieux-Montréal","Ville-Marie"
"3231","4bd7c55ee914a593890452fa",45.495686,-73.57738,"Apparel","Shops & Services","Arc'teryx Montreal",61,127,"René-Lévesque","Ville-Marie"
"3232","4c0ae626a1b32d7fab359af0",45.598484,-73.66336,"Pizza","Food","La pizza Theo",9,14,NA,NA
"3233","4c3529977cc0c9b69aa5f49a",45.50171,-73.57288,"Home","Residences","McGill Ghetto",39,714,"René-Lévesque","Ville-Marie"
"3234","4c13bf7e7f7f2d7fbb96df68",45.611015,-73.51973,"Grocery Store","Shops & Services","Marches Tradition",8,13,"Tétreaultville","Mercier–Hochelaga-Maisonneuve"
"3235","4bbe9aaeba9776b0960bfec8",45.49562,-73.576485,"Bar","Nightlife Spots","Pj Oharas",35,53,"René-Lévesque","Ville-Marie"
"3236","4bedb3cf946c0f473ecca263",45.528866,-73.7589,"Bakery","Food","Ambrosia",42,63,NA,NA
"3237","4b5b8ae9f964a520df0529e3",45.504246,-73.56224,"Hotel","Travel & Transport","HA tel Le Dauphin",101,228,"René-Lévesque","Ville-Marie"
"3238","4ba68380f964a520ca5939e3",45.596554,-73.5347,"Convenience Stores","Shops & Services","Dollar Max",20,71,"Tétreaultville","Mercier–Hochelaga-Maisonneuve"
"3239","4b4d0275f964a5209ec726e3",45.512836,-73.56228,"University","Colleges & Universities","UQAM - Pavillon de Design (DE)",194,696,"René-Lévesque","Ville-Marie"
"3240","4cc5bc1b1e596dcb9e07da67",45.477654,-73.58779,"Academic Building","Colleges & Universities","Ecole des mAtiers du sud-ouest de MontrAal",15,84,"Saint-Henri","Le Sud-Ouest"
"3241","4bbcd2f08ec3d13a54481b28",45.500366,-73.57239,"Electronics","Shops & Services","Fido",92,124,"René-Lévesque","Ville-Marie"
"3245","4c7a9ce3df08a1cdfa40de5d",45.61952,-73.58999,"Racetrack","Arts & Entertainment","Go-karts",13,41,"Anjou","Anjou"
"3246","4cf0631d88de370495726b2b",45.50039,-73.57561,"Italian","Food","La Campanina",23,48,"René-Lévesque","Ville-Marie"
"3248","4dcd72b045ddbe15f86fec2b",45.44671,-73.852486,"Laundry","Shops & Services","Nettoyeur Daoust",8,136,"Kirkland",NA
"3249","4b0c1ff8f964a520603723e3",45.515774,-73.56462,"Bar","Nightlife Spots","Le Saint Bock",988,1885,"René-Lévesque","Ville-Marie"
"3250","4be5a009910020a14535d314",45.526794,-73.559074,"Grocery Store","Shops & Services","MarchA Ami",25,447,"Sainte-Marie","Ville-Marie"
"3251","4db705a06e8179a913afa6bc",45.47835,-73.60178,"Coffee Shop","Food","Cafe Creme",52,135,"Westmount",NA
"3254","4b72dc4bf964a520018c2de3",45.455975,-73.6408,"Coffee Shop","Food","Second Cup",112,370,"Loyola","Côte-des-Neiges–Notre-Dame-de-Grâce"
"3255","4bca6a9b511f95211ddaafc7",45.580963,-73.54391,"Pharmacy","Shops & Services","Pharmacie Jean Coutu",37,104,"Longue-Pointe","Mercier–Hochelaga-Maisonneuve"
"3257","4c73d43c0e23b1f77c5921dc",45.43037,-73.63353,"Automotive","Shops & Services","Metro Nissan",12,25,"Cecil-P.-Newman","LaSalle"
"3259","4c49d0751b430f476fae0ec4",45.524715,-73.56021,"Hardware","Shops & Services","Ace Quincaillerie Mousette",31,109,"Sainte-Marie","Ville-Marie"
"3260","4c673463e1da1b8d927a9dc3",45.512238,-73.562256,"Italian","Food","Mozza",8,9,"René-Lévesque","Ville-Marie"
"3261","4d98dce8b188721eb94d3237",45.48002,-73.79591,"Grocery Store","Shops & Services","MarchAs Tau",37,136,"Pointe-Claire",NA
"3262","4dfab8296284607895315340",45.553146,-73.53256,"Bike shop","Shops & Services","VAlo Espresso",9,19,"Maisonneuve","Mercier–Hochelaga-Maisonneuve"
"3263","4c072670b4aa0f476b4c6562",45.54931,-73.530075,"Theater","Arts & Entertainment","Caserne Letourneux",1,1,"Maisonneuve","Mercier–Hochelaga-Maisonneuve"
"3265","4ad4c06df964a52097fa20e3",45.499397,-73.57122,"Chinese","Food","Le Piment Rouge",53,63,"René-Lévesque","Ville-Marie"
"3266","4b6b5fadf964a52069042ce3",45.49071,-73.65042,"Movie Theater","Arts & Entertainment","Dollar Cinema",62,87,"Côte-Saint-Luc",NA
"3269","4b2ea20bf964a520f7e324e3",45.501354,-73.56941,"Apparel","Shops & Services","Tristan",10,17,"René-Lévesque","Ville-Marie"
"3270","4c2f9da73896e21e0746e490",45.497276,-73.58014,"Art Gallery","Arts & Entertainment","Galerie Elena Lee",5,90,"René-Lévesque","Ville-Marie"
"3271","4be8ddbb9a54a5930f880a11",45.51615,-73.566025,"Hostel","Travel & Transport","Montreal Espace Confort",24,51,"René-Lévesque","Ville-Marie"
"3272","4cd721972944b1f703b966ec",45.45789,-73.74847,"Airport","Travel & Transport","Baggage Claim",301,410,"Dorval",NA
